geometry,borough,tax_block,tax_lot,census_tract_2010,cb2010,council_district,postcode,policeprct,healtharea,address,zonedist1,zonedist2,zonedist3,zonedist4,ltdheight,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,resarea,garagearea,strgearea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,proxcode,irrlotcode,lottype,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,borocode,bbl,tract2010,xcoord,ycoord,latitude,longitude,zonemap,zmcode,appbbl,appdate,plutomapid,dcpedited,notes,bct2020,bctcb2020,yearbuilt_dt,yearalter1_dt,yearalter2_dt
POINT (-73.956729 40.645595),BK,5132,65,792.0,3000.0,40.0,11226.0,70.0,5400.0,FLATBUSH AVENUE,C4-2,,,,,V1,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"6,660",0,,,,,7.0,0,,0,0,60,111,0.0,0.0,0.0,False,5.0,267750.0,267750.0,0.0,0,0,,,0.0,2.43,3,3051320065,792.0,996258.0,174487.0,40.645595,-73.956729,22c,True,,,1,t,,3079201.0,30792011000.0,,,
POINT (-73.9568042 40.6464267),BK,5132,16,792.0,3000.0,40.0,11226.0,70.0,5400.0,2166 TILDEN AVENUE,C4-2,,,,,V1,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,389",0,,,,,7.0,0,,0,0,45,53.74,0.0,0.0,0.0,True,4.0,93600.0,93600.0,0.0,0,0,,,0.0,2.43,3,3051320016,792.0,996237.0,174790.0,40.6464267,-73.9568042,22c,,,,1,t,,3079201.0,30792011000.0,,,
POINT (-73.9491307 40.7996688),MN,1596,1,186.0,1004.0,9.0,10026.0,28.0,2400.0,90 LENOX AVENUE,R7-2,,,,,D9,3.0,0.0,O,NYC HOUSING AUTHORITY,"555,653","599,600","599,600",0,0,0,2.0,10,13.0,527,527,669.33,895,160.0,90.0,1.0,True,3.0,9989100.0,26437950.0,1954.0,0,0,,,1.08,3.44,1,1015960001,186.0,998334.0,230622.0,40.7996688,-73.9491307,6b,,,,1,,,1018600.0,10186001000.0,1954-01-01,,
POINT (-73.9687298 40.7970519),MN,1872,29,187.0,5001.0,7.0,10025.0,24.0,3110.0,820 AMSTERDAM AVENUE,R8,R8B,,,,D9,3.0,0.0,O,NYC HOUSING AUTHORITY,"28,675","149,500","149,500",0,0,0,2.0,1,20.0,159,159,201.83,235,172.0,45.0,1.0,True,3.0,900000.0,9597150.0,1964.0,"1,966",0,,,5.21,6.02,1,1018720029,187.0,992908.0,229666.0,40.7970519,-73.9687298,5d,,,,1,,,1018700.0,10187005001.0,1964-01-01,1966-01-01,
POINT (-73.9411019 40.8074491),MN,1751,69,206.0,1005.0,9.0,10035.0,25.0,1600.0,2053 5 AVENUE,R7-2,,,,,D9,3.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"4,992","29,841","29,841",0,0,0,2.0,1,7.0,28,28,49.92,100,50.0,93.0,3.0,False,3.0,39600.0,1795050.0,1910.0,"1,986",0,,,5.98,3.44,1,1017510069,206.0,1000555.0,233458.0,40.8074491,-73.9411019,6a,,,,1,t,,1020600.0,10206001005.0,1910-01-01,1986-01-01,
POINT (-73.9532451 40.8041115),MN,1922,41,218.0,4002.0,9.0,10026.0,28.0,1900.0,131 ST NICHOLAS AVENUE,R7A,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"29,359","97,918","97,918",0,0,0,2.0,1,17.0,100,100,147.75,272,68.0,78.0,1.0,True,3.0,290250.0,5014800.0,1964.0,0,0,,,3.34,4.0,1,1019220041,218.0,997194.0,232240.0,40.8041115,-73.9532451,6b,,,,1,,,1021800.0,10218004002.0,1964-01-01,,
POINT (-73.9506352 40.8017884),MN,1825,27,218.0,2000.0,9.0,10026.0,28.0,1900.0,109 WEST 115 STREET,R7-2,,,,,G7,10.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,523",0,,,,,7.0,0,,0,0,25,100.92,0.0,0.0,0.0,False,5.0,171000.0,171000.0,0.0,0,0,,,0.0,3.44,1,1018250027,218.0,997917.0,231394.0,40.8017884,-73.9506352,6b,,,,1,t,,1021800.0,10218002000.0,,,
POINT (-73.9129031 40.8305829),BX,2434,74,175.0,5000.0,16.0,10456.0,44.0,2500.0,1129 TELLER AVENUE,R7-1,,,,,C1,2.0,0.0,O,NYC HOUSING AUTHORITY,"3,834","10,680","10,680",0,0,0,2.0,1,5.0,12,12,38.33,100.02,38.33,68.0,0.0,False,5.0,18000.0,308700.0,1913.0,"1,984",0,,,2.79,3.44,2,2024340074,175.0,1008353.0,241893.0,40.8305829,-73.9129031,3b,,,,1,,,2017500.0,20175005000.0,1913-01-01,1984-01-01,
POINT (-73.866499 40.8265065),BX,3725,1,44.0,1000.0,18.0,10472.0,43.0,3020.0,1755 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"502,282","525,346","502,023",0,0,"23,323",2.0,13,7.0,534,536,677.17,741.25,150.0,90.0,0.0,True,3.0,2249100.0,11742750.0,1953.0,0,0,,,1.05,1.5,2,2037250001,44.0,1021197.0,240424.0,40.8265065,-73.866499,7a,True,,,1,,,2004400.0,20044001000.0,1953-01-01,,
POINT (-73.8687599 40.8673751),BX,4507,48,336.0,6001.0,12.0,10467.0,49.0,810.0,2825 OLINVILLE AVENUE,R7-1,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"133,446","137,730","137,730",0,0,0,2.0,2,7.0,336,336,328.17,203.25,141.0,56.0,0.0,True,5.0,603000.0,2586600.0,1950.0,0,0,,,1.03,3.44,2,2045070048,336.0,1020549.0,255313.0,40.8673751,-73.8687599,3c,,,,1,,,2033601.0,20336012001.0,1950-01-01,,
POINT (-73.8571426 40.6656611),BK,4539,30,1220.0,1008.0,42.0,11208.0,75.0,6410.0,AMBER STREET,R4,,,,,V0,11.0,0.0,X,NYC HOUSING PRESERVATION AND DEVELOPMENT,245,0,,,,,7.0,0,,0,0,7,35,0.0,0.0,0.0,True,3.0,204.0,204.0,0.0,0,0,,,0.0,1.0,3,3045390030,1220.0,1023882.0,181827.0,40.6656611,-73.8571426,18b,,,,1,t,,3122000.0,31220001012.0,,,
POINT (-73.7589364 40.6862725),QN,12665,31,394.0,3004.0,27.0,11412.0,113.0,3532.0,188-56 120 ROAD,R3A,,,,,A1,1.0,0.0,O,NYC HOUSING AUTHORITY,"2,500","1,355","1,355",0,0,0,2.0,2,2.5,1,1,25,100,16.0,36.0,1.0,False,5.0,11280.0,45120.0,1925.0,0,0,,,0.54,0.75,4,4126650031,394.0,1051106.0,189396.0,40.6862725,-73.7589364,19a,,,,1,,,4039400.0,40394003004.0,1925-01-01,,
POINT (-73.7589764 40.6921519),QN,12609,45,394.0,1003.0,27.0,11412.0,113.0,3532.0,117-11 192 STREET,R3A,R5B,,,,A1,1.0,0.0,O,NYC HOUSING AUTHORITY,"5,000","1,396","1,396",0,0,0,2.0,1,2.0,1,1,50,100,26.0,24.0,1.0,False,5.0,12840.0,39240.0,1935.0,0,0,,,0.28,0.75,4,4126090045,394.0,1051089.0,191538.0,40.6921519,-73.7589764,19a,,,,1,,,4039400.0,40394001003.0,1935-01-01,,
POINT (-73.9066666 40.8328452),BX,2390,24,145.0,3001.0,16.0,10456.0,42.0,2600.0,1285 WASHINGTON AVENUE,R7-1,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"61,867","174,480","174,480",0,0,0,2.0,2,16.0,206,206,191,282.08,150.0,40.0,0.0,True,3.0,246600.0,7212600.0,1963.0,0,0,,,2.82,3.44,2,2023900024,145.0,1010078.0,242719.0,40.8328452,-73.9066666,3d,,,,1,,,2014500.0,20145003001.0,1963-01-01,,
POINT (-74.0877358 40.6463903),SI,51,30,7.0,1002.0,49.0,10301.0,120.0,400.0,43 JERSEY STREET,R5,M1-1,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"208,350","265,820","265,820",0,0,0,2.0,4,8.0,328,328,477,691,416.0,101.0,0.0,True,5.0,2344050.0,8160300.0,1963.0,0,0,,,1.28,1.5,5,5000510030,7.0,959903.0,174786.0,40.6463903,-74.0877358,21c,,,,1,,,5000700.0,50007001002.0,1963-01-01,,
POINT (-73.772514 40.5937072),QN,15849,10,992.0,2032.0,31.0,11691.0,101.0,3800.0,BEACH 41 STREET,R6A,,,,,V1,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,031",0,,,,,7.0,0,,0,0,20,101.42,0.0,0.0,0.0,False,5.0,30150.0,30150.0,0.0,0,0,,,0.0,3.0,4,4158490010,992.0,1047428.0,155662.0,40.5937072,-73.772514,31a,,,,1,t,,4099200.0,40992002025.0,,,
POINT (-73.916955 40.8209602),BX,2402,9,69.0,2005.0,17.0,10455.0,40.0,3900.0,EAST 156 STREET,R6,,,,,G7,10.0,0.0,O,NYC HOUSING AUTHORITY,"5,000",0,,,,,7.0,0,,0,0,50,100,0.0,0.0,0.0,False,5.0,149850.0,153900.0,0.0,0,0,,,0.0,2.43,2,2024020009,69.0,1007235.0,238386.0,40.8209602,-73.916955,6a,,,,1,,,2006900.0,20069002005.0,,,
POINT (-73.911289 40.8215845),BX,2364,46,71.0,2000.0,17.0,10451.0,40.0,4000.0,BROOK AVENUE,R8,,,,,V0,11.0,0.0,,NYC HOUSING PRESERVATION AND DEVELOPMENT,845,0,,,,,7.0,0,,0,0,123.9,13.7,0.0,0.0,0.0,True,5.0,2928.0,2928.0,0.0,0,0,,,0.0,6.02,2,2023640046,71.0,1008803.0,238615.0,40.8215845,-73.911289,6c,,2023640046.0,03/26/2025,1,t,,2007100.0,20071002000.0,,,
POINT (-73.9643015 40.6764242),BK,1160,30,205.0,3001.0,35.0,11238.0,77.0,2710.0,374 PROSPECT PLACE,R6B,,,,,C1,2.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"6,550","14,760","14,760",0,0,0,2.0,1,4.0,24,24,50,131,50.0,93.0,0.0,False,5.0,51750.0,744750.0,1931.0,0,0,,,2.25,2.0,3,3011600030,205.0,994152.0,185718.0,40.6764242,-73.9643015,16c,,,,1,t,,3020500.0,30205003001.0,1931-01-01,,
POINT (-73.9489814 40.8012689),MN,1599,9,190.0,1003.0,9.0,10026.0,28.0,1900.0,52 WEST 116TH STREET,C4-5X,,,,,Z9,,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"21,444",0,,,,,7.0,4,,0,0,100,"2,018.3",0.0,0.0,0.0,False,4.0,243000.0,243000.0,0.0,0,0,,,0.0,5.0,1,1015990009,190.0,998375.0,231205.0,40.8012689,-73.9489814,6b,,1015990009.0,11/26/2024,1,t,,1019000.0,10190002002.0,,,
POINT (-73.8640576 40.6667564),BK,4510,1,1214.0,2000.0,42.0,11208.0,75.0,6410.0,1258 LORING AVENUE,R4,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"460,750","366,600","366,600",0,0,0,2.0,7,8.0,486,486,485,950,50.0,97.0,0.0,False,3.0,5183550.0,14189400.0,1964.0,0,0,,,0.8,1.0,3,3045100001,1214.0,1021963.0,182223.0,40.6667564,-73.8640576,18b,,,,1,,,3121400.0,31214002000.0,1964-01-01,,
POINT (-73.8888445 40.8174123),BX,2740,28,93.0,2004.0,17.0,10474.0,41.0,4300.0,827 HUNTS POINT AVENUE,R6,,,,,C4,2.0,0.0,O,NYC HOUSING AUTHORITY,"3,900","10,560","10,560",0,0,0,2.0,1,4.0,8,8,39,100,39.0,78.0,0.0,False,5.0,12150.0,609300.0,1904.0,"1,989",0,,,2.71,2.43,2,2027400028,93.0,1015017.0,237102.0,40.8174123,-73.8888445,6c,,,,1,,,2009301.0,20093014011.0,1904-01-01,1989-01-01,
POINT (-73.8887256 40.81722),BX,2740,31,93.0,2004.0,17.0,10474.0,41.0,4300.0,819 HUNTS POINT AVENUE,R6,,,,,Q2,9.0,0.0,O,NYC HOUSING AUTHORITY,"3,900",0,,,,,7.0,1,,0,0,39,100,0.0,0.0,0.0,False,5.0,33750.0,41994.0,0.0,0,0,,,0.0,2.43,2,2027400031,93.0,1015050.0,237032.0,40.81722,-73.8887256,6c,,,,1,,,2009301.0,20093014011.0,,,
POINT (-73.9441183 40.7039791),BK,3096,1,491.0,3001.0,34.0,11206.0,90.0,1500.0,50 MANHATTAN AVENUE,R6,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"14,200","68,922","68,922",0,0,0,2.0,1,7.0,65,65,70.92,200,49.33,199.33,1.0,False,5.0,287550.0,2523150.0,1965.0,0,0,,,4.85,2.43,3,3030960001,491.0,999744.0,195760.0,40.7039791,-73.9441183,13b,,,,1,,,3049100.0,30491003001.0,1965-01-01,,
POINT (-73.9910515 40.5726544),BK,7070,1,352.0,1024.0,47.0,11224.0,60.0,9020.0,3021 WEST 25 STREET,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"125,818","279,451","271,000",0,0,"8,451",2.0,4,14.0,380,380,205.25,613,51.17,138.75,1.0,True,3.0,1698750.0,9925650.0,1964.0,0,0,,,2.22,1.5,3,3070700001,352.0,986736.0,147910.0,40.5726544,-73.9910515,28d,,,,1,,,3035200.0,30352001006.0,1964-01-01,,
POINT (-73.9192861 40.8233799),BX,2420,1,173.0,4002.0,16.0,10451.0,44.0,3320.0,270 EAST 158 STREET,R8,,,,,V0,11.0,2.0,O,NYC HOUSING AUTHORITY,"31,919",0,,,,,7.0,0,,0,0,177,360.48,0.0,0.0,0.0,True,3.0,289980.0,289980.0,0.0,0,0,,,0.0,6.02,2,2024200001,173.0,1006589.0,239267.0,40.8233799,-73.9192861,6a,,,,1,,,2017300.0,20173004002.0,,,
POINT (-73.8944586 40.6489719),BK,8193,1,982.0,1001.0,42.0,11236.0,69.0,7520.0,10609 FLATLANDS AVENUE,R5,,,,,C1,2.0,0.0,O,NYC HOUSING AUTHORITY,"450,000","209,749","209,749",0,0,0,2.0,6,3.0,239,239,720,625,0.0,0.0,0.0,False,1.0,903150.0,7034850.0,1951.0,"2,020",0,,,0.47,1.5,3,3081930001,982.0,1013537.0,175732.0,40.6489719,-73.8944586,17d,True,,,1,,,3098200.0,30982001001.0,1951-01-01,2020-01-01,
POINT (-73.8961032 40.6504501),BK,8174,1,982.0,1000.0,42.0,11236.0,69.0,7520.0,620 EAST 108 STREET,R5,,,,,D1,3.0,0.0,O,NYC HOUSING AUTHORITY,"450,000","344,456","344,456",0,0,0,2.0,8,5.0,424,424,720,625,720.0,625.0,0.0,True,1.0,2025000.0,11684250.0,1951.0,"2,020",0,,,0.77,1.5,3,3081740001,982.0,1013080.0,176270.0,40.6504501,-73.8961032,17d,,,,1,,,3098200.0,30982001000.0,1951-01-01,2020-01-01,
POINT (-73.9798691 40.5915262),BK,7140,16,382.0,3000.0,47.0,11223.0,60.0,8620.0,2295 WEST 11 STREET,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"902,000","846,056","846,056",0,0,0,2.0,19,7.0,"1,072","1,072",618,"1,580",40.83,95.83,1.0,True,5.0,8643600.0,33704550.0,1956.0,0,0,,,0.94,1.5,3,3071400016,382.0,989841.0,154786.0,40.5915262,-73.9798691,28c,,,,1,,,3038200.0,30382003000.0,1956-01-01,,
POINT (-73.9646981 40.703754),BK,2175,90,545.0,6000.0,34.0,11249.0,90.0,500.0,611 WYTHE AVENUE,R7-1,,,,,D1,3.0,0.0,O,NYC HOUSING AUTHORITY,"26,000","78,050","78,050",0,0,0,2.0,1,8.0,88,88,249.5,107,40.0,200.0,0.0,True,5.0,585000.0,5277600.0,1974.0,0,0,,,3.0,3.44,3,3021750090,545.0,994038.0,195675.0,40.703754,-73.9646981,12d,,,,1,,,3054500.0,30545006000.0,1974-01-01,,
POINT (-73.9640922 40.703622),BK,2175,80,545.0,6000.0,34.0,11249.0,90.0,500.0,55 ROSS STREET,R7-1,,,,,D1,3.0,1.0,O,NYC HOUSING AUTHORITY,"23,000","94,500","94,500",0,0,0,2.0,1,13.0,108,108,275,80,40.0,145.0,0.0,True,5.0,517500.0,7155000.0,1974.0,0,0,,,4.11,3.44,3,3021750080,545.0,994206.0,195627.0,40.703622,-73.9640922,12d,,,,1,,,3054500.0,30545006000.0,1974-01-01,,
POINT (-73.9656785 40.7049016),BK,2175,30,545.0,6000.0,34.0,11249.0,90.0,500.0,70 CLYMER STREET,R7-1,,,,,D1,3.0,0.0,O,NYC HOUSING AUTHORITY,"19,300","100,020","100,020",0,0,0,2.0,1,12.0,103,103,205,128.33,40.0,145.0,0.0,True,5.0,434250.0,7555050.0,1974.0,0,0,,,5.18,3.44,3,3021750030,545.0,993766.0,196093.0,40.7049016,-73.9656785,12d,,,,1,,,3054500.0,30545006000.0,1974-01-01,,
POINT (-73.9556339 40.8022488),MN,1829,111,216.0,4000.0,9.0,10026.0,28.0,2400.0,261 WEST 113 STREET,R7A,,,,,V1,11.0,0.0,O,NYC HOUSING AUTHORITY,"1,817",0,,,,,7.0,0,,0,0,18,100.92,0.0,0.0,0.0,False,5.0,152100.0,152100.0,0.0,0,0,,,0.0,4.0,1,1018290111,216.0,996533.0,231561.0,40.8022488,-73.9556339,6b,,,,1,,,1021600.0,10216004000.0,,,
POINT (-73.9450208 40.7816176),MN,1573,1,152.0,1002.0,8.0,10128.0,19.0,3300.0,1810 1 AVENUE,R7-2,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"157,875","318,334","311,334",0,0,"5,000",2.0,6,24.0,636,636,522,464,162.3,82.0,1.0,True,3.0,8145000.0,27725400.0,1964.0,0,0,,,2.02,3.44,1,1015730001,152.0,999476.0,224046.0,40.7816176,-73.9450208,9a,True,,,1,,,1015200.0,10152001000.0,1964-01-01,,
POINT (-73.9454152 40.7807093),MN,1573,20,152.0,2001.0,8.0,10128.0,19.0,3300.0,1780 1 AVENUE,R8,,,,,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,"121,100","386,322","381,322",0,0,0,2.0,2,25.0,537,538,261.42,464,961.0,201.0,0.0,False,3.0,5850000.0,18081900.0,1968.0,0,0,,,3.19,6.02,1,1015730020,152.0,999367.0,223715.0,40.7807093,-73.9454152,9a,,,,1,,,1015200.0,10152002000.0,1968-01-01,,
POINT (-73.9400569 40.7043312),BK,3098,1,489.0,1000.0,34.0,11206.0,90.0,1500.0,84 HUMBOLDT STREET,R6,,,,,D9,3.0,0.0,O,NYC HOUSING AUTHORITY,"101,000","262,200","262,200",0,0,0,2.0,1,19.0,205,205,505,200,50.0,230.0,0.0,False,3.0,468000.0,15123600.0,1931.0,0,0,,,2.6,2.43,3,3030980001,489.0,1000870.0,195889.0,40.7043312,-73.9400569,13b,,,,1,,,3048900.0,30489001000.0,1931-01-01,,
POINT (-73.8659759 40.8619786),BX,4431,1,330.0,4001.0,13.0,10467.0,49.0,810.0,2440 BOSTON ROAD,R6,,,,,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,"84,550","195,780","182,080",0,0,0,2.0,2,20.0,241,242,545.25,200,160.0,80.0,0.0,True,7.0,585000.0,5041800.0,1972.0,0,0,,,2.32,2.43,2,2044310001,330.0,1021322.0,253348.0,40.8619786,-73.8659759,4a,,2044310001.0,10/04/2024,1,,,2033000.0,20330004001.0,1972-01-01,,
POINT (-73.7668952 40.5952221),QN,15861,47,992.0,2013.0,31.0,11691.0,101.0,3800.0,EDGEMERE AVENUE,C4-4,,,,,V1,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"26,442",0,,,,,7.0,0,,0,0,252,120,0.0,0.0,0.0,False,3.0,605250.0,605250.0,0.0,0,0,,,0.0,3.44,4,4158610047,992.0,1048987.0,156218.0,40.5952221,-73.7668952,31a,,,,1,t,,4099200.0,40992002012.0,,,
POINT (-73.881083 40.8261355),BX,3737,1,52.0,2000.0,17.0,10472.0,43.0,3020.0,1471 WATSON AVENUE,R6,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"40,000","79,600","79,600",0,0,0,2.0,1,6.0,100,100,200,299,194.0,103.0,0.0,True,4.0,180000.0,2202750.0,1970.0,0,0,,,1.99,2.43,2,2037370001,52.0,1017161.0,240283.0,40.8261355,-73.881083,6c,,,,1,,,2005200.0,20052002000.0,1970-01-01,,
POINT (-73.9426606 40.7550281),QN,470,200,25.0,3000.0,26.0,11101.0,114.0,720.0,40-01 12 STREET,R6,,,,,D1,3.0,0.0,O,NYC HOUSING AUTHORITY,"222,200","362,400","362,400",0,0,0,2.0,15,6.0,525,525,450,494,16.0,32.0,0.0,True,5.0,3999600.0,10813500.0,1939.0,0,0,,,1.63,2.43,4,4004700200,25.0,1000136.0,214359.0,40.7550281,-73.9426606,9b,,,,1,,,4002500.0,40025003000.0,1939-01-01,,
POINT (-74.0037352 40.7445053),MN,717,19,89.0,3000.0,3.0,10011.0,10.0,5600.0,401 WEST 19 STREET,R8,,,,,D1,3.0,0.0,O,NYC HOUSING AUTHORITY,"29,275","45,420","45,420",0,0,0,2.0,1,7.0,36,36,375,78.83,160.0,48.0,1.0,True,3.0,1075500.0,4423950.0,1965.0,"1,987",0,,,1.55,6.02,1,1007170019,89.0,983215.0,210520.0,40.7445053,-74.0037352,8b,,,,1,,,1008900.0,10089003000.0,1965-01-01,1987-01-01,
POINT (-73.9657997 40.7077178),BK,2157,2,547.0,1002.0,34.0,11249.0,90.0,500.0,BERRY STREET,R6,,,,,V0,11.0,0.0,O,NYC HOUSING AUTHORITY,"1,080",0,,,,,7.0,0,,0,0,15,72,0.0,0.0,0.0,True,5.0,17520.0,17520.0,0.0,0,0,,,0.0,2.43,3,3021570002,547.0,993732.0,197119.0,40.7077178,-73.9657997,12d,,,,1,,,3054700.0,30547001002.0,,,
POINT (-73.9665964 40.7084865),BK,2145,31,547.0,1000.0,34.0,11249.0,90.0,500.0,59 SOUTH 10 STREET,R6,,,,,G7,10.0,0.0,O,NYC HOUSING AUTHORITY,"2,500",0,,,,,7.0,0,,0,0,25,100,0.0,0.0,0.0,False,5.0,301050.0,301050.0,0.0,0,0,,,0.0,2.43,3,3021450031,547.0,993511.0,197399.0,40.7084865,-73.9665964,12d,,,,1,,,3054700.0,30547001000.0,,,
POINT (-73.8784457 40.6696518),BK,4070,16,1118.0,1004.0,42.0,11208.0,75.0,6420.0,359 BERRIMAN STREET,R5,,,,,B1,1.0,0.0,O,NYC HOUSING AUTHORITY,"2,000","2,000","2,000",0,0,0,2.0,1,2.0,2,2,20,100,20.0,50.0,3.0,False,5.0,10080.0,62160.0,1901.0,0,0,,,1.0,1.5,3,3040700016,1118.0,1017970.0,183272.0,40.6696518,-73.8784457,17d,,,,1,,,3111800.0,31118001004.0,1901-01-01,,
POINT (-73.8784887 40.6698302),BK,4070,19,1118.0,1004.0,42.0,11208.0,75.0,6420.0,351 BERRIMAN STREET,R5,,,,,C0,2.0,0.0,O,NYC HOUSING AUTHORITY,"3,033","2,674","2,674",0,0,0,2.0,1,2.0,3,3,30.33,100,20.0,50.0,2.0,False,5.0,15960.0,74700.0,1901.0,0,0,,,0.88,1.5,3,3040700019,1118.0,1017958.0,183337.0,40.6698302,-73.8784887,17d,,,,1,,,3111800.0,31118001004.0,1901-01-01,,
POINT (-73.7744419 40.6007185),QN,15961,110,972.03,1.0,31.0,,,,BEACH 43 STREET,R3A,,,,,Z9,,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"235,600","8,000",0,0,0,"8,000",2.0,1,,0,0,570,110,0.0,0.0,0.0,True,5.0,253350.0,296550.0,0.0,0,0,,,0.03,0.75,4,4159610110,97203.0,1046886.0,158215.0,40.6007185,-73.7744419,31a,,,,1,t,,4097207.0,40972070001.0,,,
POINT (-73.8974366 40.6668185),BK,3785,15,1156.0,2002.0,42.0,11207.0,75.0,6100.0,371 WILLIAMS AVENUE,R6,,,,,D3,3.0,1.0,O,NYC HOUSING AUTHORITY,"158,640","291,688","291,688",0,0,0,2.0,2,6.0,332,332,460,300,198.08,195.25,0.0,True,4.0,757350.0,10415700.0,1971.0,0,0,,,1.84,2.43,3,3037850015,1156.0,1012703.0,182233.0,40.6668185,-73.8974366,17d,,,,1,,,3115600.0,31156002002.0,1971-01-01,,
POINT (-74.0047275 40.7435363),MN,715,10,83.0,3000.0,3.0,10011.0,10.0,5600.0,117 NINTH AVENUE,R8,C6-3,,,,D1,3.0,0.0,O,NYC HOUSING AUTHORITY,"89,700","253,070","253,070",0,0,0,2.0,4,7.0,272,272,575,184,160.83,45.83,1.0,True,3.0,3285000.0,36275400.0,1965.0,0,0,,,2.82,6.02,1,1007150010,83.0,982940.0,210167.0,40.7435363,-74.0047275,8b,,,,1,,,1008300.0,10083003000.0,1965-01-01,,
POINT (-74.0050306 40.7429517),MN,714,31,83.0,3001.0,3.0,10011.0,10.0,5600.0,430 WEST 17 STREET,R8,C6-3,,,,D1,3.0,0.0,O,NYC HOUSING AUTHORITY,"80,408","298,470","298,470",0,0,0,2.0,4,7.0,34,34,500,184,152.0,50.0,3.0,True,3.0,2947500.0,32382000.0,1963.0,"2,015",0,,,3.71,6.02,1,1007140031,83.0,982856.0,209954.0,40.7429517,-74.0050306,8b,,,,1,,,1008300.0,10083003001.0,1963-01-01,2015-01-01,
POINT (-74.0040202 40.7440359),MN,716,17,89.0,3001.0,3.0,10011.0,10.0,5600.0,401 WEST 18 STREET,R8,,,,,D1,3.0,0.0,O,NYC HOUSING AUTHORITY,"62,560","253,070","253,070",0,0,0,2.0,3,7.0,36,36,330,184,160.0,48.0,3.0,True,3.0,2295000.0,30942000.0,1963.0,0,0,,,4.05,6.02,1,1007160017,89.0,983136.0,210349.0,40.7440359,-74.0040202,8b,,,,1,,,1008900.0,10089003001.0,1963-01-01,,
POINT (-74.0023495 40.748993),MN,723,1,93.0,6002.0,3.0,10001.0,10.0,5200.0,264 10 AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"64,183","325,140","325,140",0,0,0,2.0,2,11.0,240,240,197.5,350,197.0,139.0,1.0,True,3.0,2353500.0,36788400.0,1940.0,"1,987",0,,,5.07,6.02,1,1007230001,93.0,983599.0,212155.0,40.748993,-74.0023495,8b,,,,1,,,1009300.0,10093006001.0,1940-01-01,1987-01-01,
POINT (-74.0012307 40.7485456),MN,723,15,93.0,6000.0,3.0,10001.0,10.0,5200.0,407 WEST 25 STREET,R8,,,,,D3,3.0,0.0,X,NYC HOUSING AUTHORITY,"74,062","567,000","567,000",0,0,0,2.0,2,21.0,425,425,350,197.5,90.1,145.0,1.0,True,4.0,4921650.0,66142350.0,1962.0,"1,987",0,,,7.66,6.02,1,1007230015,93.0,983909.0,211992.0,40.7485456,-74.0012307,8b,True,1007230015.0,05/17/2010,1,t,,1009300.0,10093006000.0,1962-01-01,1987-01-01,
POINT (-74.0030605 40.7487734),MN,722,74,93.0,5000.0,3.0,10001.0,10.0,5200.0,258 10 AVENUE,R7B,,,,,S3,4.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"1,146","3,433","2,633",0,0,0,2.0,1,3.0,3,4,19.75,58,19.0,59.0,3.0,False,3.0,486000.0,1382850.0,1910.0,0,0,,,3.0,3.0,1,1007220074,93.0,983402.0,212075.0,40.7487734,-74.0030605,8b,,,,1,t,,1009300.0,10093005000.0,1910-01-01,,
