development,tds_#,building_#,stairhall#,borough,house_#,street,address,city,state,zip_code,bin,block,lot,borough/block/lot_#,census_tract_(2020),neighborhood_tabulation_area_code,neighborhood_tabulation_area_name,community_district,city_council_district,state_assembly_district,state_senate_district,us_congressional_district,privately_managed,latitude,longitude,geometry
BARUCH,60,13,25,MANHATTAN,288,DELANCEY STREET,288 DELANCEY STREET,NEW YORK,NY,"10,002",1078038,323,1,1003230001,"1,002",MN0302,Lower East Side,3,2,74,27,10,,40.7166,-73.979452,POINT (-73.979452 40.7166)
BARUCH,60,13,26,MANHATTAN,292,DELANCEY STREET,292 DELANCEY STREET,NEW YORK,NY,"10,002",1078038,323,1,1003230001,"1,002",MN0302,Lower East Side,3,2,74,27,10,,40.716429,-73.979416,POINT (-73.979416 40.716429)
BARUCH,60,14,27,MANHATTAN,60,COLUMBIA STREET,60 COLUMBIA STREET,NEW YORK,NY,"10,002",1078039,323,1,1003230001,"1,002",MN0302,Lower East Side,3,2,74,27,10,,40.716864,-73.980088,POINT (-73.980088 40.716864)
BARUCH,60,14,28,MANHATTAN,50,COLUMBIA STREET,50 COLUMBIA STREET,NEW YORK,NY,"10,002",1078039,323,1,1003230001,"1,002",MN0302,Lower East Side,3,2,74,27,10,,40.716713,-73.980112,POINT (-73.980112 40.716713)
BARUCH,60,15,29,MANHATTAN,90,COLUMBIA STREET,90 COLUMBIA STREET,NEW YORK,NY,"10,002",1078040,323,1,1003230001,"1,002",MN0302,Lower East Side,3,2,74,27,10,,40.718187,-73.97932,POINT (-73.97932 40.718187)
BARUCH,60,15,30,MANHATTAN,80,COLUMBIA STREET,80 COLUMBIA STREET,NEW YORK,NY,"10,002",1078040,323,1,1003230001,"1,002",MN0302,Lower East Side,3,2,74,27,10,,40.718035,-73.97932,POINT (-73.97932 40.718035)
BARUCH,60,16,31,MANHATTAN,120,COLUMBIA STREET,120 COLUMBIA STREET,NEW YORK,NY,"10,002",1078041,323,1,1003230001,"1,002",MN0302,Lower East Side,3,2,74,27,10,,40.718857,-73.978955,POINT (-73.978955 40.718857)
BARUCH,60,16,32,MANHATTAN,110,COLUMBIA STREET,110 COLUMBIA STREET,NEW YORK,NY,"10,002",1078041,323,1,1003230001,"1,002",MN0302,Lower East Side,3,2,74,27,10,,40.718705,-73.978883,POINT (-73.978883 40.718705)
BARUCH,60,17,33,MANHATTAN,140,COLUMBIA STREET,140 COLUMBIA STREET,NEW YORK,NY,"10,002",1078042,323,1,1003230001,"1,002",MN0302,Lower East Side,3,2,74,27,10,,40.719332,-73.978707,POINT (-73.978707 40.719332)
BARUCH,60,17,34,MANHATTAN,130,COLUMBIA STREET,130 COLUMBIA STREET,NEW YORK,NY,"10,002",1078042,323,1,1003230001,"1,002",MN0302,Lower East Side,3,2,74,27,10,,40.719189,-73.978611,POINT (-73.978611 40.719189)
BARUCH HOUSES ADDITION,198,18,35,MANHATTAN,72,COLUMBIA STREET,72 COLUMBIA STREET,NEW YORK,NY,"10,002",1078043,323,1,1003230001,"1,002",MN0302,Lower East Side,3,2,74,27,10,,40.717077,-73.979211,POINT (-73.979211 40.717077)
BEACH 41ST STREET-BEACH CHANNEL DRIVE,165,1,1,QUEENS,40-20,BEACH CHANNEL DRIVE,40-20 BEACH CHANNEL DRIVE,FAR ROCKAWAY,NY,"11,691",4302142,15960,60,4159600060,"97,206",QN1402,Rockaway Beach-Arverne-Edgemere,14,31,31,10,5,,40.59599,-73.773338,POINT (-73.773338 40.59599)
BEACH 41ST STREET-BEACH CHANNEL DRIVE,165,1,2,QUEENS,433,BEACH 40TH STREET,433 BEACH 40TH STREET,FAR ROCKAWAY,NY,"11,691",4302142,15960,60,4159600060,"97,206",QN1402,Rockaway Beach-Arverne-Edgemere,14,31,31,10,5,,40.59673,-73.772858,POINT (-73.772858 40.59673)
BEACH 41ST STREET-BEACH CHANNEL DRIVE,165,2,3,QUEENS,453,BEACH 40TH STREET,453 BEACH 40TH STREET,FAR ROCKAWAY,NY,"11,691",4529514,15960,60,4159600060,"97,206",QN1402,Rockaway Beach-Arverne-Edgemere,14,31,31,10,5,,40.597129,-73.772786,POINT (-73.772786 40.597129)
BEACH 41ST STREET-BEACH CHANNEL DRIVE,165,3,4,QUEENS,438,BEACH 40TH STREET,438 BEACH 40TH STREET,FAR ROCKAWAY,NY,"11,691",4302129,15955,3,4159550003,"97,206",QN1402,Rockaway Beach-Arverne-Edgemere,14,31,31,10,5,,40.596863,-73.772021,POINT (-73.772021 40.596863)
BEACH 41ST STREET-BEACH CHANNEL DRIVE,165,3,5,QUEENS,38-08,BEACH CHANNEL DRIVE,38-08 BEACH CHANNEL DRIVE,FAR ROCKAWAY,NY,"11,691",4302129,15955,3,4159550003,"97,206",QN1402,Rockaway Beach-Arverne-Edgemere,14,31,31,10,5,,40.596213,-73.771394,POINT (-73.771394 40.596213)
BEACH 41ST STREET-BEACH CHANNEL DRIVE,165,4,6,QUEENS,456,BEACH 40TH STREET,456 BEACH 40TH STREET,FAR ROCKAWAY,NY,"11,691",4463046,15955,3,4159550003,"97,206",QN1402,Rockaway Beach-Arverne-Edgemere,14,31,31,10,5,,40.597176,-73.772249,POINT (-73.772249 40.597176)
BERRY,52,1,1,STATEN ISLAND,1754,RICHMOND ROAD,1754 RICHMOND ROAD,STATEN ISLAND,NY,"10,306",5116737,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.587352,-74.103125,POINT (-74.103125 40.587352)
BERRY,52,1,2,STATEN ISLAND,1742,RICHMOND ROAD,1742 RICHMOND ROAD,STATEN ISLAND,NY,"10,306",5116737,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.58737,-74.102752,POINT (-74.102752 40.58737)
BERRY,52,2,3,STATEN ISLAND,1726,RICHMOND ROAD,1726 RICHMOND ROAD,STATEN ISLAND,NY,"10,306",5109572,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.587815,-74.102275,POINT (-74.102275 40.587815)
BERRY,52,2,4,STATEN ISLAND,1718,RICHMOND ROAD,1718 RICHMOND ROAD,STATEN ISLAND,NY,"10,306",5109572,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.588099,-74.10232,POINT (-74.10232 40.588099)
BERRY,52,3,5,STATEN ISLAND,30,DONGAN HILLS AVENUE,30 DONGAN HILLS AVENUE,STATEN ISLAND,NY,"10,306",5109567,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.588169,-74.101566,POINT (-74.101566 40.588169)
BERRY,52,3,6,STATEN ISLAND,34,DONGAN HILLS AVENUE,34 DONGAN HILLS AVENUE,STATEN ISLAND,NY,"10,306",5109567,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.587882,-74.101489,POINT (-74.101489 40.587882)
BERRY,52,4,7,STATEN ISLAND,40,DONGAN HILLS AVENUE,40 DONGAN HILLS AVENUE,STATEN ISLAND,NY,"10,306",5109568,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.587648,-74.101051,POINT (-74.101051 40.587648)
BERRY,52,4,8,STATEN ISLAND,50,DONGAN HILLS AVENUE,50 DONGAN HILLS AVENUE,STATEN ISLAND,NY,"10,306",5109568,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.5877,-74.100682,POINT (-74.100682 40.5877)
BERRY,52,5,9,STATEN ISLAND,209,JEFFERSON STREET,209 JEFFERSON STREET,STATEN ISLAND,NY,"10,306",5109569,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.587056,-74.10119,POINT (-74.10119 40.587056)
BERRY,52,5,10,STATEN ISLAND,219,JEFFERSON STREET,219 JEFFERSON STREET,STATEN ISLAND,NY,"10,306",5109569,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.586772,-74.101153,POINT (-74.101153 40.586772)
BERRY,52,6,11,STATEN ISLAND,235,JEFFERSON STREET,235 JEFFERSON STREET,STATEN ISLAND,NY,"10,306",5109570,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.586344,-74.101537,POINT (-74.101537 40.586344)
BERRY,52,6,12,STATEN ISLAND,239,JEFFERSON STREET,239 JEFFERSON STREET,STATEN ISLAND,NY,"10,306",5109570,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.586052,-74.1015,POINT (-74.1015 40.586052)
BERRY,52,7,13,STATEN ISLAND,51,SEAVER AVENUE,51 SEAVER AVENUE,STATEN ISLAND,NY,"10,306",5109574,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.586282,-74.102279,POINT (-74.102279 40.586282)
BERRY,52,7,14,STATEN ISLAND,45,SEAVER AVENUE,45 SEAVER AVENUE,STATEN ISLAND,NY,"10,306",5109574,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.586569,-74.102311,POINT (-74.102311 40.586569)
BERRY,52,8,15,STATEN ISLAND,29,SEAVER AVENUE,29 SEAVER AVENUE,STATEN ISLAND,NY,"10,306",5109573,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.586848,-74.102686,POINT (-74.102686 40.586848)
BERRY,52,8,16,STATEN ISLAND,21,SEAVER AVENUE,21 SEAVER AVENUE,STATEN ISLAND,NY,"10,306",5109573,3532,500,5035320500,"11,401",SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.586834,-74.103063,POINT (-74.103063 40.586834)
BLAND,54,1,1,QUEENS,40-25,COLLEGE POINT BOULEVARD,40-25 COLLEGE POINT BOULEVARD,FLUSHING,NY,"11,354",4443444,5037,8,4050370008,871,QN0707,Flushing-Willets Point,7,20,40,16,6,,40.75741,-73.833603,POINT (-73.833603 40.75741)
BLAND,54,2,2,QUEENS,40-05,COLLEGE POINT BOULEVARD,40-05 COLLEGE POINT BOULEVARD,FLUSHING,NY,"11,354",4443443,5037,8,4050370008,871,QN0707,Flushing-Willets Point,7,20,40,16,6,,40.758022,-73.83387,POINT (-73.83387 40.758022)
BLAND,54,3,3,QUEENS,133-20,ROOSEVELT AVENUE,133-20 ROOSEVELT AVENUE,FLUSHING,NY,"11,354",4443446,5037,8,4050370008,871,QN0707,Flushing-Willets Point,7,20,40,16,6,,40.758209,-73.8333,POINT (-73.8333 40.758209)
BLAND,54,4,4,QUEENS,133-40,ROOSEVELT AVENUE,133-40 ROOSEVELT AVENUE,FLUSHING,NY,"11,354",4443447,5037,8,4050370008,871,QN0707,Flushing-Willets Point,7,20,40,16,6,,40.758389,-73.83274,POINT (-73.83274 40.758389)
BLAND,54,5,5,QUEENS,133-50,ROOSEVELT AVENUE,133-50 ROOSEVELT AVENUE,FLUSHING,NY,"11,354",4443445,5037,8,4050370008,871,QN0707,Flushing-Willets Point,7,20,40,16,6,,40.758559,-73.832177,POINT (-73.832177 40.758559)
BORINQUEN PLAZA I,243,1,1,BROOKLYN,30,MANHATTAN AVENUE,30 MANHATTAN AVENUE,BROOKLYN,NY,"11,206",3327986,3105,1,3031050001,491,BK0104,East Williamsburg,1,34,53,18,7,,40.70324,-73.944124,POINT (-73.944124 40.70324)
BORINQUEN PLAZA I,243,2,2,BROOKLYN,60,MOORE STREET,60 MOORE STREET,BROOKLYN,NY,"11,206",3071508,3105,109,3031050109,491,BK0104,East Williamsburg,1,34,53,18,7,,40.70354,-73.943514,POINT (-73.943514 40.70354)
BORINQUEN PLAZA I,243,3,3,BROOKLYN,50,MANHATTAN AVENUE,50 MANHATTAN AVENUE,BROOKLYN,NY,"11,206",3071440,3096,1,3030960001,491,BK0104,East Williamsburg,1,34,53,18,7,,40.703969,-73.944248,POINT (-73.944248 40.703969)
BORINQUEN PLAZA I,243,4,4,BROOKLYN,70,SEIGEL STREET,70 SEIGEL STREET,BROOKLYN,NY,"11,206",3071441,3096,14,3030960014,491,BK0104,East Williamsburg,1,34,53,18,7,,40.704304,-73.9436,POINT (-73.9436 40.704304)
BORINQUEN PLAZA I,243,5,5,BROOKLYN,125,SEIGEL STREET,125 SEIGEL STREET,BROOKLYN,NY,"11,206",3071355,3080,50,3030800050,"49,302",BK0104,East Williamsburg,1,34,53,18,7,,40.704648,-73.941784,POINT (-73.941784 40.704648)
BORINQUEN PLAZA I,243,6,6,BROOKLYN,101,HUMBOLDT STREET,101 HUMBOLDT STREET,BROOKLYN,NY,"11,206",3071354,3080,40,3030800040,"49,302",BK0104,East Williamsburg,1,34,53,18,7,,40.704933,-73.941211,POINT (-73.941211 40.704933)
BORINQUEN PLAZA I,243,7,7,BROOKLYN,111,HUMBOLDT STREET,111 HUMBOLDT STREET,BROOKLYN,NY,"11,206",3071356,3080,70,3030800070,"49,302",BK0104,East Williamsburg,1,34,53,18,7,,40.705184,-73.941946,POINT (-73.941946 40.705184)
BORINQUEN PLAZA I,243,8,8,BROOKLYN,160,BOERUM STREET,160 BOERUM STREET,BROOKLYN,NY,"11,206",3327973,3080,10,3030800010,"49,302",BK0104,East Williamsburg,1,34,53,18,7,,40.705614,-73.942151,POINT (-73.942151 40.705614)
BORINQUEN PLAZA II,271,9,9,BROOKLYN,110,HUMBOLDT STREET,110 HUMBOLDT STREET,BROOKLYN,NY,"11,206",3071363,3081,80,3030810080,"49,302",BK0104,East Williamsburg,1,34,53,18,7,,40.704979,-73.940924,POINT (-73.940924 40.704979)
BORINQUEN PLAZA II,271,10,10,BROOKLYN,130,HUMBOLDT STREET,130 HUMBOLDT STREET,BROOKLYN,NY,"11,206",3071357,3081,1,3030810001,"49,302",BK0104,East Williamsburg,1,34,53,18,7,,40.705768,-73.941061,POINT (-73.941061 40.705768)
BORINQUEN PLAZA II,271,11,11,BROOKLYN,155,SEIGEL STREET,155 SEIGEL STREET,BROOKLYN,NY,"11,206",3071360,3081,60,3030810060,"49,302",BK0104,East Williamsburg,1,34,53,18,7,,40.704795,-73.940202,POINT (-73.940202 40.704795)
BORINQUEN PLAZA II,271,12,12,BROOKLYN,124,HUMBOLDT STREET,124 HUMBOLDT STREET,BROOKLYN,NY,"11,206",3071362,3081,75,3030810075,"49,302",BK0104,East Williamsburg,1,34,53,18,7,,40.705642,-73.940343,POINT (-73.940343 40.705642)
BORINQUEN PLAZA II,271,13,13,BROOKLYN,120,HUMBOLDT STREET,120 HUMBOLDT STREET,BROOKLYN,NY,"11,206",3071361,3081,70,3030810070,"49,302",BK0104,East Williamsburg,1,34,53,18,7,,40.705345,-73.940296,POINT (-73.940296 40.705345)
BORINQUEN PLAZA II,271,14,14,BROOKLYN,330,BUSHWICK AVENUE,330 BUSHWICK AVENUE,BROOKLYN,NY,"11,206",3071359,3081,50,3030810050,"49,302",BK0104,East Williamsburg,1,34,53,18,7,,40.705138,-73.939573,POINT (-73.939573 40.705138)
BORINQUEN PLAZA II,271,15,15,BROOKLYN,300,BUSHWICK AVENUE,300 BUSHWICK AVENUE,BROOKLYN,NY,"11,206",3071358,3081,40,3030810040,"49,302",BK0104,East Williamsburg,1,34,53,18,7,,40.705841,-73.939688,POINT (-73.939688 40.705841)
BOYNTON AVENUE REHAB,346,1,13,BRONX,1044,BOYNTON AVENUE,1044 BOYNTON AVENUE,BRONX,NY,"10,472",2023485,3715,23,2037150023,"5,001",BX0901,Soundview-Bruckner-Bronx River,9,18,85,32,14,,40.825313,-73.877333,POINT (-73.877333 40.825313)
BOYNTON AVENUE REHAB,346,2,14,BRONX,1048,BOYNTON AVENUE,1048 BOYNTON AVENUE,BRONX,NY,"10,472",2023486,3715,25,2037150025,"5,001",BX0901,Soundview-Bruckner-Bronx River,9,18,85,32,14,,40.825445,-73.877363,POINT (-73.877363 40.825445)
BOYNTON AVENUE REHAB,346,3,15,BRONX,1057,BOYNTON AVENUE,1057 BOYNTON AVENUE,BRONX,NY,"10,472",2023475,3714,36,2037140036,"5,001",BX0901,Soundview-Bruckner-Bronx River,9,18,85,32,14,,40.825834,-73.877706,POINT (-73.877706 40.825834)
BRACETTI PLAZA,264,1,11,MANHATTAN,251,EAST 3RD STREET,251 EAST 3RD STREET,NEW YORK,NY,"10,009",1004617,386,33,1003860033,"2,601",MN0303,East Village,3,2,65,27,10,,40.722093,-73.981281,POINT (-73.981281 40.722093)
BRACETTI PLAZA,264,1,12,MANHATTAN,290,EAST 4TH STREET,290 EAST 4TH STREET,NEW YORK,NY,"10,009",1004617,386,33,1003860033,"2,601",MN0303,East Village,3,2,65,27,10,,40.722484,-73.98098,POINT (-73.98098 40.722484)
BREUKELEN,56,1,1,BROOKLYN,757,EAST 103RD STREET,757 EAST 103RD STREET,BROOKLYN,NY,"11,236",3321514,8191,1,3081910001,982,BK1803,Canarsie,18,42,58,19,8,,40.647183,-73.896494,POINT (-73.896494 40.647183)
BREUKELEN,56,1,2,BROOKLYN,103-07,FLATLANDS AVENUE,103-07 FLATLANDS AVENUE,BROOKLYN,NY,"11,236",3321514,8191,1,3081910001,982,BK1803,Canarsie,18,42,58,19,8,,40.647134,-73.896044,POINT (-73.896044 40.647134)
BREUKELEN,56,2,3,BROOKLYN,764,EAST 105TH STREET,764 EAST 105TH STREET,BROOKLYN,NY,"11,236",3321515,8191,1,3081910001,982,BK1803,Canarsie,18,42,58,19,8,,40.647591,-73.895341,POINT (-73.895341 40.647591)
BREUKELEN,56,2,4,BROOKLYN,762,EAST 105TH STREET,762 EAST 105TH STREET,BROOKLYN,NY,"11,236",3321515,8191,1,3081910001,982,BK1803,Canarsie,18,42,58,19,8,,40.647578,-73.895605,POINT (-73.895605 40.647578)
BREUKELEN,56,2,5,BROOKLYN,760,EAST 105TH STREET,760 EAST 105TH STREET,BROOKLYN,NY,"11,236",3321515,8191,1,3081910001,982,BK1803,Canarsie,18,42,58,19,8,,40.647752,-73.895602,POINT (-73.895602 40.647752)
BREUKELEN,56,2,6,BROOKLYN,758,EAST 105TH STREET,758 EAST 105TH STREET,BROOKLYN,NY,"11,236",3321515,8191,1,3081910001,982,BK1803,Canarsie,18,42,58,19,8,,40.647905,-73.895639,POINT (-73.895639 40.647905)
BREUKELEN,56,3,7,BROOKLYN,757,EAST 105TH STREET,757 EAST 105TH STREET,BROOKLYN,NY,"11,236",3321522,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.648254,-73.894987,POINT (-73.894987 40.648254)
BREUKELEN,56,3,8,BROOKLYN,759,EAST 105TH STREET,759 EAST 105TH STREET,BROOKLYN,NY,"11,236",3321522,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.648266,-73.894725,POINT (-73.894725 40.648266)
BREUKELEN,56,3,9,BROOKLYN,761,EAST 105TH STREET,761 EAST 105TH STREET,BROOKLYN,NY,"11,236",3321522,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.648106,-73.894729,POINT (-73.894729 40.648106)
BREUKELEN,56,3,10,BROOKLYN,763,EAST 105TH STREET,763 EAST 105TH STREET,BROOKLYN,NY,"11,236",3321522,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.647943,-73.894689,POINT (-73.894689 40.647943)
BREUKELEN,56,4,11,BROOKLYN,106-03,FLATLANDS AVENUE,106-03 FLATLANDS AVENUE,BROOKLYN,NY,"11,236",3321521,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.648302,-73.894088,POINT (-73.894088 40.648302)
BREUKELEN,56,4,12,BROOKLYN,106-05,FLATLANDS AVENUE,106-05 FLATLANDS AVENUE,BROOKLYN,NY,"11,236",3321521,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.64847,-73.894081,POINT (-73.894081 40.64847)
BREUKELEN,56,4,13,BROOKLYN,106-07,FLATLANDS AVENUE,106-07 FLATLANDS AVENUE,BROOKLYN,NY,"11,236",3321521,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.648628,-73.894116,POINT (-73.894116 40.648628)
BREUKELEN,56,4,14,BROOKLYN,106-09,FLATLANDS AVENUE,106-09 FLATLANDS AVENUE,BROOKLYN,NY,"11,236",3321521,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.648642,-73.893847,POINT (-73.893847 40.648642)
BREUKELEN,56,5,15,BROOKLYN,107-11,FLATLANDS AVENUE,107-11 FLATLANDS AVENUE,BROOKLYN,NY,"11,236",3321520,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.649159,-73.893284,POINT (-73.893284 40.649159)
BREUKELEN,56,5,16,BROOKLYN,107-13,FLATLANDS AVENUE,107-13 FLATLANDS AVENUE,BROOKLYN,NY,"11,236",3321520,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.649002,-73.893246,POINT (-73.893246 40.649002)
BREUKELEN,56,5,17,BROOKLYN,107-15,FLATLANDS AVENUE,107-15 FLATLANDS AVENUE,BROOKLYN,NY,"11,236",3321520,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.648831,-73.893246,POINT (-73.893246 40.648831)
BREUKELEN,56,6,18,BROOKLYN,757,EAST 108TH STREET,757 EAST 108TH STREET,BROOKLYN,NY,"11,236",3321345,8158,205,3081580205,982,BK1803,Canarsie,18,42,60,19,8,,40.64973,-73.892908,POINT (-73.892908 40.64973)
BREUKELEN,56,6,19,BROOKLYN,759,EAST 108TH STREET,759 EAST 108TH STREET,BROOKLYN,NY,"11,236",3321345,8158,205,3081580205,982,BK1803,Canarsie,18,42,60,19,8,,40.649759,-73.892707,POINT (-73.892707 40.649759)
BREUKELEN,56,6,20,BROOKLYN,761,EAST 108TH STREET,761 EAST 108TH STREET,BROOKLYN,NY,"11,236",3321345,8158,205,3081580205,982,BK1803,Canarsie,18,42,60,19,8,,40.649573,-73.892684,POINT (-73.892684 40.649573)
BREUKELEN,56,6,21,BROOKLYN,763,EAST 108TH STREET,763 EAST 108TH STREET,BROOKLYN,NY,"11,236",3321345,8158,205,3081580205,982,BK1803,Canarsie,18,42,60,19,8,,40.649363,-73.892657,POINT (-73.892657 40.649363)
BREUKELEN,56,7,22,BROOKLYN,108-35,FLATLANDS AVENUE,108-35 FLATLANDS AVENUE,BROOKLYN,NY,"11,236",3321346,8158,205,3081580205,982,BK1803,Canarsie,18,42,60,19,8,,40.649749,-73.892027,POINT (-73.892027 40.649749)
BREUKELEN,56,7,23,BROOKLYN,108-37,FLATLANDS AVENUE,108-37 FLATLANDS AVENUE,BROOKLYN,NY,"11,236",3321346,8158,205,3081580205,982,BK1803,Canarsie,18,42,60,19,8,,40.65014,-73.892068,POINT (-73.892068 40.65014)
BREUKELEN,56,7,24,BROOKLYN,108-39,FLATLANDS AVENUE,108-39 FLATLANDS AVENUE,BROOKLYN,NY,"11,236",3321346,8158,205,3081580205,982,BK1803,Canarsie,18,42,60,19,8,,40.649955,-73.892032,POINT (-73.892032 40.649955)
BREUKELEN,56,7,25,BROOKLYN,108-41,FLATLANDS AVENUE,108-41 FLATLANDS AVENUE,BROOKLYN,NY,"11,236",3321346,8158,205,3081580205,982,BK1803,Canarsie,18,42,60,19,8,,40.650134,-73.891921,POINT (-73.891921 40.650134)
BREUKELEN,56,8,26,BROOKLYN,719,EAST 103RD STREET,719 EAST 103RD STREET,BROOKLYN,NY,"11,236",3321517,8191,1,3081910001,982,BK1803,Canarsie,18,42,58,19,8,,40.647719,-73.897099,POINT (-73.897099 40.647719)
BREUKELEN,56,8,27,BROOKLYN,103-12,GLENWOOD ROAD,103-12 GLENWOOD ROAD,BROOKLYN,NY,"11,236",3321517,8191,1,3081910001,982,BK1803,Canarsie,18,42,58,19,8,,40.648047,-73.897238,POINT (-73.897238 40.648047)
BREUKELEN,56,9,28,BROOKLYN,104-06,GLENWOOD ROAD,104-06 GLENWOOD ROAD,BROOKLYN,NY,"11,236",3321516,8191,1,3081910001,982,BK1803,Canarsie,18,42,58,19,8,,40.648434,-73.896682,POINT (-73.896682 40.648434)
BREUKELEN,56,9,29,BROOKLYN,716,EAST 105TH STREET,716 EAST 105TH STREET,BROOKLYN,NY,"11,236",3321516,8191,1,3081910001,982,BK1803,Canarsie,18,42,58,19,8,,40.648535,-73.896239,POINT (-73.896239 40.648535)
BREUKELEN,56,10,30,BROOKLYN,106-08,GLENWOOD ROAD,106-08 GLENWOOD ROAD,BROOKLYN,NY,"11,236",3321518,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.649645,-73.894805,POINT (-73.894805 40.649645)
BREUKELEN,56,10,31,BROOKLYN,106-06,GLENWOOD ROAD,106-06 GLENWOOD ROAD,BROOKLYN,NY,"11,236",3321518,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.649446,-73.89478,POINT (-73.89478 40.649446)
BREUKELEN,56,10,32,BROOKLYN,106-04,GLENWOOD ROAD,106-04 GLENWOOD ROAD,BROOKLYN,NY,"11,236",3321518,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.649443,-73.894999,POINT (-73.894999 40.649443)
BREUKELEN,56,10,33,BROOKLYN,106-02,GLENWOOD ROAD,106-02 GLENWOOD ROAD,BROOKLYN,NY,"11,236",3321518,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.649423,-73.895207,POINT (-73.895207 40.649423)
BREUKELEN,56,11,34,BROOKLYN,718,EAST 108TH STREET,718 EAST 108TH STREET,BROOKLYN,NY,"11,236",3321519,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.6497,-73.893931,POINT (-73.893931 40.6497)
BREUKELEN,56,11,35,BROOKLYN,716,EAST 108TH STREET,716 EAST 108TH STREET,BROOKLYN,NY,"11,236",3321519,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.649692,-73.894197,POINT (-73.894197 40.649692)
BREUKELEN,56,11,36,BROOKLYN,714,EAST 108TH STREET,714 EAST 108TH STREET,BROOKLYN,NY,"11,236",3321519,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.649864,-73.894189,POINT (-73.894189 40.649864)
BREUKELEN,56,11,37,BROOKLYN,712,EAST 108TH STREET,712 EAST 108TH STREET,BROOKLYN,NY,"11,236",3321519,8193,1,3081930001,982,BK1803,Canarsie,18,42,60,19,8,,40.650012,-73.894225,POINT (-73.894225 40.650012)
BREUKELEN,56,12,38,BROOKLYN,711,EAST 108TH STREET,711 EAST 108TH STREET,BROOKLYN,NY,"11,236",3321344,8158,205,3081580205,982,BK1803,Canarsie,18,42,60,19,8,,40.650373,-73.89368,POINT (-73.89368 40.650373)
BREUKELEN,56,12,39,BROOKLYN,713,EAST 108TH STREET,713 EAST 108TH STREET,BROOKLYN,NY,"11,236",3321344,8158,205,3081580205,982,BK1803,Canarsie,18,42,60,19,8,,40.650384,-73.893418,POINT (-73.893418 40.650384)
BREUKELEN,56,12,40,BROOKLYN,715,EAST 108TH STREET,715 EAST 108TH STREET,BROOKLYN,NY,"11,236",3321344,8158,205,3081580205,982,BK1803,Canarsie,18,42,60,19,8,,40.650233,-73.893418,POINT (-73.893418 40.650233)
