development,tds_#,building_#,stairhall#,borough_nycha,house_#,street,address_nycha,city,state,zip_code,bin,block,lot,BBL,census_tract_(2020),neighborhood_tabulation_area_code,neighborhood_tabulation_area_name,community_district,city_council_district,state_assembly_district,state_senate_district,us_congressional_district,privately_managed,latitude_nycha,longitude_nycha,geometry,borough_pluto,tax_block,tax_lot,census_tract_2010,cb2010,council_district,postcode,policeprct,healtharea,address_pluto,zonedist1,zonedist2,zonedist3,zonedist4,ltdheight,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,resarea,garagearea,strgearea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,proxcode,irrlotcode,lottype,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,borocode,bbl,tract2010,xcoord,ycoord,latitude_pluto,longitude_pluto,zonemap,zmcode,appbbl,appdate,plutomapid,dcpedited,notes,bct2020,bctcb2020,yearbuilt_dt,yearalter1_dt,yearalter2_dt,consumption_(kwh),current_charges,borough,consumption_per_unit
BREUKELEN,56,29,90,BROOKLYN,270,STANLEY AVENUE,270 STANLEY AVENUE,BROOKLYN,NY,"11,207",3331295,8158,1,3081580001,982,BK1803,Canarsie,18,42,60,19,8,,40.653646,-73.896395,POINT (-73.896395 40.653646),BK,8158.0,1.0,982.0,2002.0,42.0,11236.0,69.0,7520.0,254 STANLEY AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"734,096","386,400","386,400",0,0,0,2.0,10.0,6.0,515.0,515,"1,374",679.58,0.0,0.0,0.0,True,1.0,4398750.0,14672700.0,1950.0,"2,020",0,,,0.53,1.5,3.0,3081580001.0,982.0,1013363.0,177019.0,40.652505,-73.8950801,17d,,,,1.0,,,3098200.0,30982002002.0,1950-01-01,2020-01-01,,156426462.0,21826399.32,BROOKLYN,303740.7029126214
BREUKELEN,56,30,91,BROOKLYN,874,WILLIAMS AVENUE,874 WILLIAMS AVENUE,BROOKLYN,NY,"11,207",3331296,8158,1,3081580001,982,BK1803,Canarsie,18,42,60,19,8,,40.653652,-73.895225,POINT (-73.895225 40.653652),BK,8158.0,1.0,982.0,2002.0,42.0,11236.0,69.0,7520.0,254 STANLEY AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"734,096","386,400","386,400",0,0,0,2.0,10.0,6.0,515.0,515,"1,374",679.58,0.0,0.0,0.0,True,1.0,4398750.0,14672700.0,1950.0,"2,020",0,,,0.53,1.5,3.0,3081580001.0,982.0,1013363.0,177019.0,40.652505,-73.8950801,17d,,,,1.0,,,3098200.0,30982002002.0,1950-01-01,2020-01-01,,156426462.0,21826399.32,BROOKLYN,303740.7029126214
BREUKELEN,56,30,92,BROOKLYN,872,WILLIAMS AVENUE,872 WILLIAMS AVENUE,BROOKLYN,NY,"11,207",3331296,8158,1,3081580001,982,BK1803,Canarsie,18,42,60,19,8,,40.653868,-73.895228,POINT (-73.895228 40.653868),BK,8158.0,1.0,982.0,2002.0,42.0,11236.0,69.0,7520.0,254 STANLEY AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"734,096","386,400","386,400",0,0,0,2.0,10.0,6.0,515.0,515,"1,374",679.58,0.0,0.0,0.0,True,1.0,4398750.0,14672700.0,1950.0,"2,020",0,,,0.53,1.5,3.0,3081580001.0,982.0,1013363.0,177019.0,40.652505,-73.8950801,17d,,,,1.0,,,3098200.0,30982002002.0,1950-01-01,2020-01-01,,156426462.0,21826399.32,BROOKLYN,303740.7029126214
BREUKELEN,56,30,93,BROOKLYN,870,WILLIAMS AVENUE,870 WILLIAMS AVENUE,BROOKLYN,NY,"11,207",3331296,8158,1,3081580001,982,BK1803,Canarsie,18,42,60,19,8,,40.654075,-73.895264,POINT (-73.895264 40.654075),BK,8158.0,1.0,982.0,2002.0,42.0,11236.0,69.0,7520.0,254 STANLEY AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"734,096","386,400","386,400",0,0,0,2.0,10.0,6.0,515.0,515,"1,374",679.58,0.0,0.0,0.0,True,1.0,4398750.0,14672700.0,1950.0,"2,020",0,,,0.53,1.5,3.0,3081580001.0,982.0,1013363.0,177019.0,40.652505,-73.8950801,17d,,,,1.0,,,3098200.0,30982002002.0,1950-01-01,2020-01-01,,156426462.0,21826399.32,BROOKLYN,303740.7029126214
BREUKELEN,56,30,94,BROOKLYN,330,STANLEY AVENUE,330 STANLEY AVENUE,BROOKLYN,NY,"11,207",3331296,8158,1,3081580001,982,BK1803,Canarsie,18,42,60,19,8,,40.654122,-73.895597,POINT (-73.895597 40.654122),BK,8158.0,1.0,982.0,2002.0,42.0,11236.0,69.0,7520.0,254 STANLEY AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"734,096","386,400","386,400",0,0,0,2.0,10.0,6.0,515.0,515,"1,374",679.58,0.0,0.0,0.0,True,1.0,4398750.0,14672700.0,1950.0,"2,020",0,,,0.53,1.5,3.0,3081580001.0,982.0,1013363.0,177019.0,40.652505,-73.8950801,17d,,,,1.0,,,3098200.0,30982002002.0,1950-01-01,2020-01-01,,156426462.0,21826399.32,BROOKLYN,303740.7029126214
BREVOORT,65,1,1,BROOKLYN,292,RALPH AVENUE,292 RALPH AVENUE,BROOKLYN,NY,"11,233",3325154,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.67956,-73.922386,POINT (-73.922386 40.67956),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,1,2,BROOKLYN,1871,FULTON STREET,1871 FULTON STREET,BROOKLYN,NY,"11,233",3325154,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.679279,-73.922652,POINT (-73.922652 40.679279),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,2,3,BROOKLYN,1865,FULTON STREET,1865 FULTON STREET,BROOKLYN,NY,"11,233",3325174,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.679187,-73.923167,POINT (-73.923167 40.679187),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,2,4,BROOKLYN,1853,FULTON STREET,1853 FULTON STREET,BROOKLYN,NY,"11,233",3325174,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.679357,-73.92352,POINT (-73.92352 40.679357),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,3,5,BROOKLYN,1839,FULTON STREET,1839 FULTON STREET,BROOKLYN,NY,"11,233",3333515,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.679257,-73.924244,POINT (-73.924244 40.679257),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,3,6,BROOKLYN,1831,FULTON STREET,1831 FULTON STREET,BROOKLYN,NY,"11,233",3333515,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.679417,-73.924601,POINT (-73.924601 40.679417),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,4,7,BROOKLYN,333,PATCHEN AVENUE,333 PATCHEN AVENUE,BROOKLYN,NY,"11,233",3333516,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.679625,-73.925127,POINT (-73.925127 40.679625),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,4,8,BROOKLYN,331,PATCHEN AVENUE,331 PATCHEN AVENUE,BROOKLYN,NY,"11,233",3333516,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.679895,-73.924916,POINT (-73.924916 40.679895),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,5,9,BROOKLYN,1841,FULTON STREET,1841 FULTON STREET,BROOKLYN,NY,"11,233",3325172,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.679738,-73.924081,POINT (-73.924081 40.679738),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,5,10,BROOKLYN,329,PATCHEN AVENUE,329 PATCHEN AVENUE,BROOKLYN,NY,"11,233",3325172,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.679957,-73.924395,POINT (-73.924395 40.679957),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,6,11,BROOKLYN,1851,FULTON STREET,1851 FULTON STREET,BROOKLYN,NY,"11,233",3325173,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.679762,-73.923478,POINT (-73.923478 40.679762),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,6,12,BROOKLYN,274,RALPH AVENUE,274 RALPH AVENUE,BROOKLYN,NY,"11,233",3325173,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.679904,-73.923368,POINT (-73.923368 40.679904),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,7,13,BROOKLYN,254,RALPH AVENUE,254 RALPH AVENUE,BROOKLYN,NY,"11,233",3325169,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.680399,-73.923481,POINT (-73.923481 40.680399),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,7,14,BROOKLYN,324,BAINBRIDGE STREET,324 BAINBRIDGE STREET,BROOKLYN,NY,"11,233",3325169,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.68069,-73.923484,POINT (-73.923484 40.68069),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,8,15,BROOKLYN,311,PATCHEN AVENUE,311 PATCHEN AVENUE,BROOKLYN,NY,"11,233",3325168,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.68044,-73.924488,POINT (-73.924488 40.68044),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,8,16,BROOKLYN,322,BAINBRIDGE STREET,322 BAINBRIDGE STREET,BROOKLYN,NY,"11,233",3325168,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.680715,-73.924263,POINT (-73.924263 40.680715),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,9,17,BROOKLYN,309,PATCHEN AVENUE,309 PATCHEN AVENUE,BROOKLYN,NY,"11,233",3325175,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.680372,-73.925024,POINT (-73.925024 40.680372),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,9,18,BROOKLYN,307,PATCHEN AVENUE,307 PATCHEN AVENUE,BROOKLYN,NY,"11,233",3325175,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.680581,-73.925309,POINT (-73.925309 40.680581),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,10,19,BROOKLYN,291,PATCHEN AVENUE,291 PATCHEN AVENUE,BROOKLYN,NY,"11,233",3333523,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.681053,-73.925413,POINT (-73.925413 40.681053),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,10,20,BROOKLYN,300,BAINBRIDGE STREET,300 BAINBRIDGE STREET,BROOKLYN,NY,"11,233",3333523,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.681328,-73.925202,POINT (-73.925202 40.681328),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,11,21,BROOKLYN,320,BAINBRIDGE STREET,320 BAINBRIDGE STREET,BROOKLYN,NY,"11,233",3325167,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.681174,-73.924362,POINT (-73.924362 40.681174),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,11,22,BROOKLYN,302,BAINBRIDGE STREET,302 BAINBRIDGE STREET,BROOKLYN,NY,"11,233",3325167,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.681391,-73.924666,POINT (-73.924666 40.681391),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,12,23,BROOKLYN,326,BAINBRIDGE STREET,326 BAINBRIDGE STREET,BROOKLYN,NY,"11,233",3325170,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.681255,-73.923789,POINT (-73.923789 40.681255),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,12,24,BROOKLYN,340,BAINBRIDGE STREET,340 BAINBRIDGE STREET,BROOKLYN,NY,"11,233",3325170,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.681517,-73.923578,POINT (-73.923578 40.681517),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,13,25,BROOKLYN,234,RALPH AVENUE,234 RALPH AVENUE,BROOKLYN,NY,"11,233",3325171,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.681359,-73.922735,POINT (-73.922735 40.681359),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
BREVOORT,65,13,26,BROOKLYN,342,BAINBRIDGE STREET,342 BAINBRIDGE STREET,BROOKLYN,NY,"11,233",3325171,1688,1,3016880001,381,BK0302,Bedford-Stuyvesant (East),3,41,56,25,8,,40.681573,-73.923046,POINT (-73.923046 40.681573),BK,1688.0,1.0,381.0,2000.0,41.0,11233.0,81.0,3000.0,291 PATCHEN AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"747,200","875,875","875,875",0,0,0,2.0,15.0,7.0,896.0,896.0,825.83,819.92,825.0,775.0,0.0,True,5.0,2690100.0,24112350.0,1980.0,0,0,,,1.17,1.5,3.0,3016880001.0,381.0,1005368.0,187161.0,40.6803652,-73.9238614,17a,,,,1.0,,,3038100.0,30381002000.0,1980-01-01,,,91763064.0,13144098.27,BROOKLYN,102414.13392857143
